pe-163-3 | 88.0024
pe-164-3 | 83.0906
pe-166-3 | 93.8147
pe-168-3 | 142.9732
pe-169-3 | 125.5774
pe-175-3 | 125.2328
pe-176-3 | 49.5679
pe-177-3 | 51.8191
pe-178-3 | 56.7309
pe-179-3 | 60.2919
pe-180-3 | 65.2446
pe-227-3 | 97.8385
-3 | 27.2885
-3 | 54.1024
-3 | 35.3564
-3 | 74.6075
-3 | 304.864
-3 | 676.775
-3 | 267.5
-3 | 267.5
-3 | 25.694
-3 | 25.694
-3 | 25.694
-3 | 25.7002
-3 | 25.694
-3 | 25.694
-3 | 25.694
-3 | 25.694
-3 | 25.694
-3 | 25.694
-3 | 25.694
-3 | 27.6256
-3 | 27.3106
-3 | 27.6256
-3 | 27.6256
-3 | 27.5572
-3 | 38.1227
-3 | 27.6256
-3 | 27.6256
-3 | 38.1227
-0 | 27.6256
-3 | 27.6256
-3 | 38.1227
-3 | 27.6256
-3 | 27.6256
-3 | 38.1227
-0 | 27.6307
-3 | 38.1227
-3 | 188.2444
-3 | 188.2444
-3 | 188.2444
-3 | 40.3516
-3 | 67.0234
-3 | 40.3683
-3 | 40.3683
-3 | 67.0234
-3 | 40.3683
-3 | 40.3559
-3 | 40.3683
-3 | 67.0234
-3 | 40.3516
-3 | 40.3516
-3 | 67.0234
-3 | 40.3559
-3 | 40.3683
-3 | 67.0234
-3 | 40.3516
-3 | 67.0234
-3 | 40.3559
-3 | 69.9923
-3 | 69.9923
-3 | 103.701
-3 | 69.9923
-3 | 69.9923
-3 | 103.701
-3 | 69.9923
-3 | 69.9923
-3 | 103.701
-3 | 69.9923
-3 | 69.9923
-3 | 103.701
-3 | 69.9923
-3 | 69.9923
-3 | 69.9923
-3 | 108.512
-3 | 108.512
-3 | 170.4091
-3 | 110.9525
-3 | 110.9525
-3 | 170.4091
- | 110.9525
-3 | 170.4091
-3 | 110.9525
-3 | 170.4091
-3 | 110.9525
-0 | 110.9525
-3 | 31.2215
-3 | 48.4309
-3 | 48.4309
-3 | 72.039
-3 | 72.039
-3 | 59.7033
-3 | 57.234
-3 | 57.234
-3 | 82.5887
-3 | 82.5887
-3 | 80.759
-3 | 71.4688
-3 | 83.6436
-3 | 83.6436
-3 | 118.1286
-3 | 118.1286
-3 | 100.0753
-3 | 117.2633
-3 | 185.6351
-3 | 249.7794
-3 | 89.5164
-3 | 105.9703
-3 | 102.3336
-3 | 152.1599
-3 | 210.0418
-3 | 259.1103
-3 | 197.9368
-3 | 336.2992
-3 | 192.8046
-3 | 87.2757
-3 | 109.7558
-3 | 51.0303
-3 | 58.7393
-3 | 139.7284
-3 | 119.5636
-3 | 81.6086
-3 | 65.1394
-3 | 30.1079
-3 | 75.5018
-3 | 85.9534
-3 | 75.5018
-3 | 86.3633
-3 | 97.8546
-3 | 97.8546
-3 | 141.8473
-3 | 58.512
-3 | 146.0964
-3 | 211.2855
-3 | 454.7873
-3 | 1015.78
-3 | 49.2375
-3 | 116.203
-3 | 49.2375
-3 | 34.9091
-3 | 217.5133
-3 | 6.6118
-3 | 79.7683
-3 | 152.0427
ci-022-1 | 281.4002
-3 | 244.4336
-3 | 275.8749
-3 | 241.2866
-3 | 33.5805
-3 | 11.873
-3 | 31.6406
-3 | 12.138
-3 | 10.8994
-3 | 12.8676
-3 | 31.6406
-3 | 27.8071
-3 | 41.784
-3 | 39.5352
-3 | 32.6352
-3 | 27.8071
-3 | 27.8071
-3 | 6.1526
-3 | 28.0875
-3 | 16.83
-3 | 37.7065
-3 | 37.7065
-3 | 646.0567
-3 | 746.5581
-3 | 1331.0952
-3 | 147.6963
-3 | 88.1282
-3 | 220.8626
-3 | 101.8836
-3 | 240.0663
-3 | 129.8608
-3 | 712.59
-3 | 1343.4122
-3 | 2962.865
-3 | 3422.7588
-3 | 110
-3 | 63.0267
-3 | 79.8453
-3 | 82.7976
-3 | 70.9237
-3 | 70.9237
-3 | 115
-3 | 244.2275
-3 | 384.1454
-3 | 1356.0637
-3 | 2607.8024
-3 | 720.0849
-3 | 43.87
-3 | 2584.05
-3 | 3065.8134
-3 | 3456.1533
-3 | 706.2
-3 | 741.51
-3 | 953.37
-3 | 270.71
-3 | 235.4
-3 | 82.39
-3 | 95.8745
-3 | 95.8745
-3 | 57.0457
-3 | 57.0337
-3 | 114.5415
-3 | 95.8745
-3 | 80.7627
-3 | 106.405
-3 | 80.7627
-3 | 83.7174
-3 | 106.405
-3 | 142.1777
-3 | 142.1777
-3 | 142.1777
-3 | 178.8721
- | 178.8721
- | 178.8732
-3 | 211.875
-3 | 211.875
-3 | 408.1983
-0 | 660.4556
-3 | 660.4556
-3 | 859.5088
-3 | 859.5088
-3 | 1160.3906
-3 | 1160.3906
-3 | 133.0078
- | 133.0078
-3 | 169.6875
- | 603.1348
- | 172.4121
-3 | 151.195
-3 | 151.195
-3 | 151.195
-3 | 151.195
-3 | 582.9305
-3 | 151.195
-3 | 151.195
- | 151.195
-3 | 151.195
-3 | 41.1503
-3 | 41.2816
-3 | 430.1148
-3 | 346.2293
-3 | 346.2047
-3 | 249.1885
-3 | 106.0694
-3 | 231.381
-3 | 191.1765
-3 | 588.4952
-3 | 549.0548
-3 | 665.1052
-3 | 924.1589
-3 | 312.4082
-3 | 497.8168
-3 | 318.4141
-3 | 266.4256
-3 | 167.4455
-3 | 123.5095
-3 | 117.36
-3 | 194.5305
-3 | 303.09
-3 | 216.5924
-3 | 172.9537
-3 | 171.965
-3 | 217.4311
-3 | 234.2159
-3 | 2966.5531
-3 | 175
-3 | 175
-3 | 93.0629
-3 | 79.012
-3 | 150.9497
-3 | 81.183
-3 | 167.7083
-3 | 96.1609
-3 | 140.8994
-3 | 163.9761
-3 | 176.0478
-3 | 176.0478
-3 | 176.0478
-3 | 176.0579
-3 | 176.0478
-3 | 352.0957
-3 | 352.0957
-3 | 352.0957
-3 | 352.0957
-3 | 132.181
-3 | 114.1563
-3 | 153.3529
-3 | 174.6065
-3 | 208.3261
-3 | 101.7312
-3 | 99.6875
-3 | 135.8186
-3 | 165.6554
-3 | 92.6166
-3 | 96.336
-3 | 99.6875
-3 | 163.9797
-3 | 271.7599
-3 | 370.855
-3 | 345.6456
-3 | 525.2253
-3 | 724.9014
-3 | 821.0438
-3 | 210.1245
-3 | 161.5682
-3 | 280.057
-3 | 524.5634
-3 | 409.2543
-3 | 296.661
-3 | 480.3809
-3 | 446.0484
-3 | 386.4449
-3 | 328.0002
-3 | 563.4655
-3 | 146.0367
-3 | 115.7095
-3 | 173.8708
-3 | 246.3782
-3 | 228.8031
-3 | 296.9781
-3 | 50.3089
-3 | 60.9329
-3 | 85.8634
-3 | 68.5068
-3 | 83.6141
-3 | 51.7345
-3 | 7.952
-3 | 64.6251
-3 | 129.773
-3 | 8.1609
-3 | 153.3649
-3 | 62.8488
-3 | 1408.8918
-3 | 712.3569
-3 | 491.2499
-3 | 732.0862
-3 | 732.0862
-3 | 725.724
-3 | 725.724
-3 | 932.9328
-3 | 932.9328
-3 | 1021.3971
-3 | 1021.3971
-3 | 1545.1857
-3 | 1545.1857
-3 | 1430.7576
-3 | 1430.7576
-3 | 4842.8275
-3 | 495.7069
-3 | 495.7069
-3 | 460.1112
-3 | 460.1112
-3 | 749.1404
-3 | 723.1755
-3 | 938.2263
-3 | 938.2263
-3 | 938.3954
-3 | 911.0825
-3 | 911.0825
-3 | 911.0825
-3 | 1057.5059
-3 | 1057.5015
-3 | 1057.5015
-3 | 1153.006
-3 | 1022.6636
-3 | 1057.5059
-3 | 1629.788
-3 | 1629.788
-3 | 1540.2094
-3 | 1540.2094
-3 | 662.4195
-3 | 662.4195
-3 | 569.4058
-3 | 569.4058
-3 | 77.682
-3 | 1528.2531
-3 | 1451.6888
-3 | 1094.8487
-3 | 705.6193
-3 | 1046.1065
-3 | 40.5705
-3 | 85.6403
-3 | 73.1394
-3 | 46.6736
-3 | 573.2284
-3 | 455.2225
-3 | 875.1121
-3 | 13.4364
-3 | 1374.2288
-3 | 302.0753
-3 | 974.094
-3 | 1467.3185
-3 | 267.5
-3 | 331.7
-3 | 10970.1114
-3 | 3062.6075
-3 | 512.5552
-3 | 1703.4202
-0 | 15256.4456
-3 | 4016.775
-3 | 953.4199
-3 | 2547.6156
-3 | 4859.9734
-3 | 1642.2563
-3 | 3338.9721
-3 | 6750.0142
-3 | 2178.314
-3 | 9315.8933
-3 | 86.465
-3 | 349.4107
-3 | 868.1163
-3 | 1246.4772
-3 | 961.3396
-3 | 100.3896
-3 | 72.8987
-3 | 170.5226
-3 | 9.0424
-3 | 693.7732
-3 | 828.1172
-3 | 828.1172
-3 | 828.1172
-3 | 828.1172
-3 | 402.7091
-3 | 402.7091
-3 | 402.7091
-3 | 402.7091
-3 | 411.9776
-3 | 711.229
-3 | 1502.6813
-3 | 676.2255
-3 | 1457.5535
-3 | 1211.3498
-3 | 83.46
-3 | 790.1477
-3 | 225.4711
-3 | 225.4454
-3 | 199.6447
-3 | 96.5462
-3 | 94.4886
-3 | 79.582
-3 | 3249.5811
-3 | 3249.5811
-3 | 1654.6349
-3 | 2000.6377
-3 | 2436.8827
-3 | 4480.0689
-3 | 4480.0769
-3 | 5708.1599
-3 | 293.6454
-3 | 293.6454
-3 | 251.3176
-3 | 251.3176
-3 | 61.8246
-3 | 66.4042
-3 | 68.694
-3 | 166.0105
-3 | 23.3477
-3 | 1266.4902
-3 | 2817.8458
-3 | 2817.8458
-3 | 1433.6949
-3 | 1433.6949
-3 | 1433.6949
-3 | 1433.6949
-3 | 2804.1108
-3 | 2804.1108
-3 | 1349.8085
-3 | 1349.8085
-3 | 1349.8085
-3 | 1351.8286
-3 | 345.4856
-3 | 413.2394
-3 | 673.475
-3 | 517.3873
-3 | 629.5917
-3 | 592.9508
-3 | 490
-3 | 95.7998
-3 | 62.6039
